TireProductionID,timestamp,batch_id,recipe_id,press_id,machine_id,shift,ambient_temp_c,ambient_humidity_pct,compound_batch_age_hr,mixer_energy_kwh,cure_temp_avg,cure_temp_std,cure_pressure_avg,cure_time_sec,tread_thickness_mm,sidewall_thickness_mm,tire_weight_kg,uniformity_rfv,uniformity_lfv,runout_mm,balance_g,visual_score,defect_flag,defect_type,defect_probability_true
TIRE_0006226,2025-03-10 00:42:00,BATCH_00226,RCP_010,PRESS_04,MACH_01,C,20.86,57.41,25.51,126.66,176.41,2.1,16.48,921.0,8.12,5.51,11.28,11.68,7.15,1.23,22.48,4,0,OK,0.0773
TIRE_0006227,2025-01-12 01:25:00,BATCH_00223,RCP_022,PRESS_12,MACH_01,B,27.11,50.12,30.48,122.96,167.61,2.99,17.56,962.0,7.94,4.86,11.68,11.12,8.97,,9.32,4,1,Bubble,0.1451
TIRE_0006228,2025-02-02 10:59:00,BATCH_00200,RCP_029,PRESS_08,MACH_06,A,24.72,49.97,24.07,123.43,176.7,3.38,18.4,1028.0,7.39,5.59,11.54,10.01,8.16,1.05,23.95,3,0,OK,0.1011
TIRE_0006229,2025-03-12 08:19:00,BATCH_00225,RCP_022,PRESS_03,MACH_05,A,23.26,47.62,32.48,116.53,178.44,0.94,19.43,1012.0,,5.33,11.86,8.12,5.85,1.28,12.0,5,0,OK,0.0391
TIRE_0006230,2025-03-16 16:37:00,BATCH_00302,RCP_025,PRESS_03,MACH_08,B,23.52,36.67,14.72,120.0,175.58,2.32,19.14,1020.0,8.23,4.98,11.64,9.91,8.93,0.78,29.51,5,0,OK,0.0391
TIRE_0006231,2025-05-11 00:47:00,BATCH_00136,RCP_010,PRESS_12,MACH_07,C,18.42,71.66,1.72,148.58,170.8,1.51,17.73,1074.0,7.75,5.05,10.96,10.46,7.79,0.77,13.07,3,0,OK,0.1137
TIRE_0006232,2025-04-14 06:42:00,BATCH_00325,RCP_030,PRESS_08,MACH_07,A,19.83,43.2,34.35,120.92,173.64,2.23,16.31,,8.5,5.69,11.0,8.55,12.17,1.05,13.82,4,0,OK,0.0849
TIRE_0006233,2025-01-22 09:07:00,BATCH_00182,RCP_005,PRESS_02,MACH_08,A,24.21,55.18,19.04,122.93,176.66,2.09,17.05,979.0,7.61,5.29,11.52,9.96,7.08,0.63,33.23,4,0,OK,0.0453
TIRE_0006234,2025-03-06 07:42:00,BATCH_00260,RCP_018,PRESS_07,MACH_01,A,26.02,50.64,20.76,129.08,174.43,0.88,17.36,1006.0,7.72,5.56,11.47,5.1,9.2,0.93,0.0,4,0,OK,0.0531
TIRE_0006235,2025-01-12 02:00:00,BATCH_00176,RCP_014,PRESS_09,MACH_05,A,24.86,64.38,4.02,128.81,182.09,0.79,17.92,996.0,7.92,5.98,11.13,6.61,6.63,0.96,9.45,3,0,OK,0.0542
TIRE_0006236,2025-02-21 10:05:00,BATCH_00124,RCP_015,PRESS_07,MACH_01,A,27.81,63.44,27.35,165.88,172.29,1.43,19.04,835.0,7.02,5.14,11.25,10.16,7.6,0.87,15.34,4,0,OK,0.0956
TIRE_0006237,2025-06-01 09:47:00,BATCH_00030,RCP_014,PRESS_11,MACH_08,B,20.78,71.85,26.65,101.86,174.68,1.59,22.62,996.0,8.3,4.85,11.95,11.95,6.36,0.89,15.96,4,0,OK,0.1237
TIRE_0006238,2025-04-27 02:11:00,BATCH_00226,RCP_010,PRESS_04,MACH_07,A,16.3,85.62,37.45,107.16,172.28,1.42,18.72,916.0,8.56,5.81,11.95,8.53,9.24,0.42,10.6,3,0,OK,0.1535
TIRE_0006239,2025-06-12 13:40:00,BATCH_00228,RCP_018,PRESS_08,MACH_02,A,17.01,65.54,0.0,123.57,174.64,2.28,19.47,858.0,7.98,5.48,11.94,9.33,6.54,0.37,16.1,3,0,OK,0.0681
TIRE_0006240,2025-01-28 09:30:00,BATCH_00061,RCP_028,PRESS_05,MACH_04,C,22.64,41.82,36.56,129.91,173.31,3.14,19.76,976.0,7.71,5.95,11.18,11.72,6.83,1.06,10.53,4,0,OK,0.0969
TIRE_0006241,2025-01-12 07:09:00,BATCH_00301,RCP_011,PRESS_10,MACH_05,A,21.77,38.07,25.61,102.3,168.15,1.79,19.08,932.0,8.57,4.85,11.37,9.11,7.93,1.13,21.65,4,0,OK,0.0668
TIRE_0006242,2025-04-16 08:52:00,BATCH_00114,RCP_014,PRESS_11,MACH_04,B,19.5,59.69,10.68,96.15,180.95,2.64,18.4,808.0,6.95,5.35,10.68,10.67,7.46,1.48,18.52,4,0,OK,0.1004
TIRE_0006243,2025-06-07 16:35:00,BATCH_00243,RCP_003,PRESS_01,MACH_07,C,20.6,66.2,23.71,114.8,170.09,1.98,16.84,1004.0,8.36,5.73,11.9,10.86,5.72,0.49,32.14,4,0,OK,0.0868
TIRE_0006244,2025-03-05 08:01:00,BATCH_00022,RCP_012,PRESS_10,MACH_08,A,28.95,48.33,11.69,85.25,170.31,2.21,17.94,986.0,7.91,5.35,11.91,10.14,7.4,0.61,21.58,5,0,OK,0.0639
TIRE_0006245,2025-01-01 07:29:00,BATCH_00316,RCP_020,PRESS_03,MACH_01,B,23.13,60.66,19.58,117.88,180.92,2.22,22.53,870.0,7.72,4.84,11.87,14.36,9.64,1.4,10.63,5,0,OK,0.0843
TIRE_0006246,2025-04-01 05:48:00,BATCH_00328,RCP_002,PRESS_02,MACH_05,A,23.51,37.08,13.0,151.74,175.21,1.62,18.52,1080.0,8.55,5.22,11.42,8.86,9.34,0.62,14.69,4,0,OK,0.0409
TIRE_0006247,2025-03-14 07:44:00,BATCH_00335,RCP_014,PRESS_04,MACH_07,C,25.19,47.46,17.29,107.04,175.64,1.99,18.13,857.0,8.18,5.35,12.11,11.43,7.0,0.71,27.97,4,0,OK,0.0675
TIRE_0006248,2025-02-07 06:37:00,BATCH_00357,RCP_005,PRESS_03,MACH_08,A,26.63,32.22,15.9,75.6,177.91,1.44,19.01,884.0,7.76,5.86,11.81,9.49,6.81,0.47,25.23,5,0,OK,0.0297
TIRE_0006249,2025-06-16 04:23:00,BATCH_00136,RCP_010,PRESS_12,MACH_08,B,21.33,54.72,22.61,97.47,178.51,1.4,19.11,1003.0,7.12,5.46,11.53,8.76,7.9,0.66,17.71,5,0,OK,0.0456
TIRE_0006250,2025-05-04 02:51:00,BATCH_00267,RCP_014,PRESS_08,MACH_01,C,12.19,74.68,22.02,114.25,171.13,,19.11,753.0,7.7,5.24,11.49,9.28,8.88,0.32,17.16,3,0,OK,0.1506
TIRE_0006251,2025-03-29 06:00:00,BATCH_00075,RCP_021,PRESS_07,MACH_03,B,25.46,64.13,22.33,118.18,178.51,1.19,18.81,905.0,8.67,6.04,12.5,7.22,7.54,0.82,12.5,4,0,OK,0.0535
TIRE_0006252,2025-02-07 22:59:00,BATCH_00164,RCP_013,PRESS_09,MACH_02,C,26.07,39.11,0.0,142.31,181.19,0.98,17.53,927.0,8.49,5.21,11.2,7.38,,0.79,22.11,5,0,OK,0.0195
TIRE_0006253,2025-02-11 02:32:00,BATCH_00121,RCP_014,PRESS_12,MACH_05,C,28.23,42.18,25.13,111.65,173.39,2.03,17.92,1016.0,8.16,5.22,11.08,12.89,7.59,1.14,21.41,5,0,OK,0.06
TIRE_0006254,2025-04-02 07:41:00,BATCH_00213,RCP_024,PRESS_05,MACH_03,B,20.39,62.76,2.86,91.06,171.58,2.23,20.0,947.0,7.82,5.35,11.22,11.19,6.97,0.73,29.77,5,0,OK,0.0388
TIRE_0006255,2025-06-25 13:43:00,BATCH_00314,RCP_009,PRESS_12,MACH_07,B,23.54,38.36,9.74,96.86,178.33,2.69,17.06,986.0,8.2,5.68,11.22,10.39,6.56,0.82,23.26,4,0,OK,0.0499
TIRE_0006256,2025-04-09 10:16:00,BATCH_00037,RCP_026,PRESS_11,MACH_02,C,20.09,68.34,18.48,106.74,173.52,1.81,15.9,976.0,8.37,5.19,10.67,9.13,7.02,0.35,22.34,2,1,UniformityFail,0.1673
TIRE_0006257,2025-03-10 01:52:00,BATCH_00334,RCP_025,PRESS_06,MACH_06,A,25.88,38.63,24.81,122.71,186.35,1.57,19.46,959.0,8.28,5.32,12.46,9.58,7.98,1.0,17.33,5,0,OK,0.0383
TIRE_0006258,2025-01-30 03:44:00,BATCH_00005,RCP_013,PRESS_11,MACH_04,A,26.03,51.94,19.67,130.79,171.65,0.94,18.3,947.0,8.43,5.66,11.77,8.81,9.21,0.29,22.93,4,0,OK,0.0658
TIRE_0006259,2025-02-11 09:22:00,BATCH_00223,RCP_022,PRESS_06,MACH_03,B,25.05,55.13,18.16,116.35,177.31,2.01,17.39,939.0,8.41,5.64,11.28,10.67,7.29,0.97,11.9,4,0,OK,0.0688
TIRE_0006260,2025-02-23 21:20:00,BATCH_00373,RCP_013,PRESS_03,MACH_05,C,27.27,45.41,22.57,111.23,181.1,1.29,17.07,1021.0,7.86,5.63,11.55,8.34,7.26,0.78,17.62,5,0,OK,0.0328
TIRE_0006261,2025-06-15 03:07:00,BATCH_00159,RCP_016,PRESS_09,MACH_08,C,18.17,46.01,21.15,124.52,178.43,2.33,17.79,979.0,7.8,5.45,11.03,12.29,10.02,0.76,24.3,4,0,OK,0.0857
TIRE_0006262,2025-02-09 12:41:00,BATCH_00190,RCP_010,PRESS_04,MACH_02,C,30.26,38.57,13.3,109.54,170.28,2.31,18.85,1000.0,8.42,5.06,11.49,7.4,7.39,0.89,14.69,5,0,OK,0.0364
TIRE_0006263,2025-01-20 03:23:00,BATCH_00070,RCP_015,PRESS_07,MACH_01,A,23.1,46.93,,123.09,176.68,1.19,20.48,1250.0,7.87,5.16,11.9,7.78,10.7,0.57,18.1,5,0,OK,0.0265
TIRE_0006264,2025-06-16 15:26:00,BATCH_00348,RCP_029,PRESS_05,MACH_03,B,21.14,54.86,23.81,126.94,173.61,2.38,17.9,957.0,7.56,5.8,11.62,5.09,10.26,0.44,5.77,5,0,OK,0.0476
TIRE_0006265,2025-04-10 09:56:00,BATCH_00299,RCP_009,PRESS_02,MACH_07,C,17.18,52.01,12.76,104.22,167.4,1.57,19.32,936.0,8.13,5.11,11.57,9.22,7.82,1.05,40.49,5,0,OK,0.0621
TIRE_0006266,2025-04-12 21:51:00,BATCH_00066,RCP_010,PRESS_03,MACH_06,A,20.21,55.27,6.13,128.79,174.56,0.91,15.94,839.0,8.18,5.29,11.44,8.51,5.35,0.72,25.07,5,1,Separation,0.0402
TIRE_0006267,2025-05-29 16:13:00,BATCH_00016,RCP_024,PRESS_05,MACH_06,B,16.0,69.3,25.14,117.4,173.78,2.59,19.43,796.0,8.61,5.67,12.15,10.89,8.55,0.49,24.87,4,0,OK,0.1052
TIRE_0006268,2025-06-06 23:51:00,BATCH_00051,RCP_023,PRESS_05,MACH_02,B,16.21,57.57,23.79,90.66,172.48,2.66,17.64,953.0,7.62,5.41,11.2,13.68,8.85,0.89,28.05,4,0,OK,0.0989
TIRE_0006269,2025-02-09 15:38:00,BATCH_00252,RCP_015,PRESS_12,MACH_06,C,30.87,44.25,13.0,115.75,172.36,2.7,20.19,962.0,7.95,5.06,11.28,9.54,7.53,1.09,25.67,4,0,OK,0.0731
TIRE_0006270,2025-06-20 14:40:00,BATCH_00112,RCP_024,PRESS_10,MACH_07,C,18.85,50.06,9.78,95.53,174.26,0.89,20.27,929.0,8.0,5.73,11.9,9.29,6.32,0.99,23.04,4,0,OK,0.0676
TIRE_0006271,2025-02-07 21:37:00,BATCH_00281,RCP_009,PRESS_02,MACH_05,B,27.25,48.0,29.75,133.19,177.63,1.86,17.97,834.0,7.56,5.16,12.06,8.03,7.85,1.12,7.45,5,0,OK,0.0739
TIRE_0006272,2025-01-21 23:03:00,BATCH_00183,RCP_015,PRESS_11,MACH_07,B,25.1,50.85,13.66,144.2,184.73,1.47,18.79,891.0,7.76,5.17,11.28,12.15,7.09,0.42,25.47,4,0,OK,0.0639
TIRE_0006273,2025-01-22 07:49:00,BATCH_00092,RCP_025,PRESS_01,MACH_02,B,27.17,51.97,32.65,116.35,179.53,2.45,17.71,918.0,8.49,5.54,11.59,7.83,7.7,0.76,22.35,4,1,Bubble,0.0758
TIRE_0006274,2025-02-07 19:33:00,BATCH_00048,RCP_027,PRESS_12,MACH_02,C,27.04,45.21,19.81,111.48,172.3,1.83,18.01,995.0,8.61,5.39,12.16,9.75,11.01,0.99,31.48,4,0,OK,0.0599
TIRE_0006275,2025-05-01 14:42:00,BATCH_00367,RCP_015,PRESS_08,MACH_06,B,17.76,52.43,18.44,131.84,172.79,2.4,18.84,955.0,7.9,5.49,11.54,12.47,9.33,0.49,27.67,4,1,UniformityFail,0.0949
TIRE_0006276,2025-05-10 01:22:00,BATCH_00327,RCP_008,PRESS_08,MACH_03,C,15.58,70.26,,121.12,179.08,1.12,17.5,932.0,8.21,5.42,11.63,6.08,5.23,0.8,15.14,4,0,OK,0.0593
TIRE_0006277,2025-05-11 01:12:00,BATCH_00122,RCP_021,PRESS_02,MACH_01,A,15.69,56.25,17.54,140.7,179.94,3.24,16.74,977.0,7.72,5.3,11.86,15.77,8.48,0.67,31.01,4,0,OK,0.078
TIRE_0006278,2025-02-17 09:04:00,BATCH_00287,RCP_005,PRESS_07,MACH_02,B,26.47,42.75,8.26,143.8,178.35,1.15,17.02,916.0,8.12,5.77,12.05,8.6,6.08,0.78,28.63,5,0,OK,0.0298
TIRE_0006279,2025-01-02 03:19:00,BATCH_00304,RCP_027,PRESS_07,MACH_02,C,20.24,61.58,2.96,135.79,177.4,2.05,18.25,980.0,7.49,5.61,11.37,11.23,6.94,1.06,8.73,3,0,OK,0.0611
TIRE_0006280,2025-06-01 09:07:00,BATCH_00151,RCP_026,PRESS_08,MACH_08,B,19.85,74.39,21.92,139.31,169.8,2.23,19.73,995.0,8.38,4.8,11.46,13.5,8.14,0.93,9.16,4,0,OK,0.142
TIRE_0006281,2025-04-24 10:39:00,BATCH_00168,RCP_006,PRESS_08,MACH_01,A,21.22,60.57,0.0,108.18,174.1,3.12,18.1,796.0,8.92,5.1,12.23,6.93,9.53,0.43,13.5,4,0,OK,0.0618
TIRE_0006282,2025-05-28 04:26:00,BATCH_00261,RCP_024,PRESS_12,MACH_04,A,18.83,66.24,28.55,93.76,,1.41,17.22,1077.0,7.64,5.01,11.22,12.26,9.49,1.26,25.28,4,1,Crack,0.1429
TIRE_0006283,2025-03-11 20:21:00,BATCH_00185,RCP_015,PRESS_03,MACH_02,B,25.99,48.32,27.17,134.87,172.44,2.03,19.97,901.0,8.81,4.91,11.69,8.39,8.28,0.6,13.75,5,0,OK,0.0736
TIRE_0006284,2025-05-21 23:01:00,BATCH_00371,RCP_011,PRESS_02,MACH_01,B,13.61,52.77,16.79,150.32,172.92,2.31,17.29,999.0,8.5,5.61,11.36,11.88,8.39,0.45,21.32,3,0,OK,0.1065
TIRE_0006285,2025-03-15 20:38:00,BATCH_00205,RCP_014,PRESS_05,MACH_07,C,23.68,30.14,24.89,119.04,170.6,2.19,21.16,845.0,8.76,5.1,11.69,10.36,7.54,1.25,20.09,5,0,OK,0.0657
TIRE_0006286,2025-03-23 10:28:00,BATCH_00370,RCP_024,PRESS_12,MACH_05,C,23.5,49.97,9.1,108.81,176.86,,18.44,947.0,6.81,5.41,10.26,10.46,7.91,0.94,25.67,5,0,OK,0.0499
TIRE_0006287,2025-06-09 21:55:00,BATCH_00051,RCP_023,PRESS_07,MACH_03,C,18.61,54.41,43.54,124.95,175.45,2.22,17.58,940.0,8.9,4.91,11.58,10.63,9.76,0.89,16.12,5,0,OK,0.0809
TIRE_0006288,2025-02-04 19:25:00,BATCH_00210,RCP_024,PRESS_10,MACH_04,B,28.19,54.43,15.19,130.16,170.73,1.98,18.18,812.0,7.78,5.39,11.02,8.49,9.88,0.62,23.49,4,0,OK,0.0933
TIRE_0006289,2025-05-18 08:52:00,BATCH_00373,RCP_013,PRESS_04,MACH_02,B,14.26,64.9,18.24,98.63,176.14,1.36,19.85,976.0,8.01,5.51,12.3,10.37,7.51,0.69,16.15,3,0,OK,0.1108
TIRE_0006290,2025-02-04 22:49:00,BATCH_00293,RCP_029,PRESS_09,MACH_08,A,27.44,31.94,3.2,117.11,169.76,2.05,17.64,979.0,7.81,4.85,11.9,8.79,8.38,0.8,31.48,5,0,OK,0.0326
TIRE_0006291,2025-02-04 14:11:00,BATCH_00319,RCP_029,PRESS_10,MACH_08,B,28.21,50.7,29.04,121.2,177.85,1.28,18.88,970.0,7.7,5.15,11.68,8.65,9.07,0.92,11.25,5,0,OK,0.0587
TIRE_0006292,2025-02-03 07:48:00,BATCH_00247,RCP_023,PRESS_05,MACH_03,B,27.84,47.92,19.86,117.18,178.3,1.65,19.05,1011.0,7.18,5.6,11.18,9.43,7.45,,25.32,4,0,OK,0.0539
TIRE_0006293,2025-02-22 12:09:00,BATCH_00333,RCP_010,PRESS_07,MACH_05,C,28.81,58.63,0.0,97.63,176.28,1.73,20.26,887.0,8.17,5.23,10.63,6.42,12.11,0.55,12.26,3,0,OK,0.0914
TIRE_0006294,2025-04-24 06:45:00,BATCH_00276,RCP_015,PRESS_11,MACH_07,B,22.55,53.62,5.8,112.09,174.48,2.75,14.89,988.0,8.39,5.1,11.52,6.93,5.96,0.77,8.34,5,0,OK,0.0392
TIRE_0006295,2025-03-25 07:28:00,BATCH_00359,RCP_003,PRESS_03,MACH_06,B,24.23,59.42,14.56,83.53,181.81,2.43,18.7,1041.0,7.87,5.22,11.35,9.43,4.06,0.78,10.67,3,0,OK,0.0643
TIRE_0006296,2025-06-14 19:04:00,BATCH_00116,RCP_018,PRESS_07,MACH_02,A,19.65,42.54,3.34,127.89,181.27,2.55,19.25,880.0,7.36,4.79,11.25,9.93,10.6,0.49,10.57,5,1,Separation,0.0423
TIRE_0006297,2025-03-24 05:31:00,BATCH_00296,RCP_016,PRESS_05,MACH_08,B,23.22,44.85,35.77,105.77,177.9,1.9,18.29,865.0,8.16,5.15,12.5,9.9,7.97,0.37,22.16,5,0,OK,0.0623
TIRE_0006298,2025-05-05 14:26:00,BATCH_00217,RCP_003,PRESS_08,MACH_04,B,16.46,67.74,0.0,126.35,178.76,2.24,18.89,1001.0,8.87,5.18,11.96,6.76,7.99,0.49,19.89,4,0,OK,0.0407
TIRE_0006299,2025-05-09 10:13:00,BATCH_00313,RCP_004,PRESS_03,MACH_04,C,13.56,59.72,23.33,109.04,174.48,1.08,18.26,932.0,,5.8,10.99,7.85,6.44,0.85,16.07,4,0,OK,0.057
TIRE_0006300,2025-05-04 18:49:00,BATCH_00351,RCP_016,PRESS_05,MACH_02,A,16.59,71.95,20.75,152.27,173.9,2.18,17.57,848.0,8.77,4.89,11.97,9.66,6.61,0.66,11.41,5,0,OK,0.0834
TIRE_0006301,2025-03-07 07:37:00,BATCH_00299,RCP_009,PRESS_08,MACH_08,B,26.4,61.69,17.1,132.32,171.84,1.92,18.71,970.0,8.04,4.26,11.18,8.43,7.25,0.81,24.22,4,0,OK,0.0896
TIRE_0006302,2025-03-02 20:04:00,BATCH_00361,RCP_026,PRESS_10,MACH_05,C,29.92,60.8,25.79,131.7,176.53,2.48,17.68,1101.0,7.86,5.34,12.14,9.52,9.21,0.85,27.19,4,0,OK,0.0671
TIRE_0006303,2025-03-13 05:57:00,BATCH_00084,RCP_025,PRESS_08,MACH_04,C,28.12,59.91,33.42,137.55,180.08,2.16,18.46,778.0,7.8,5.04,10.59,11.51,7.33,0.62,27.5,4,0,OK,0.11
TIRE_0006304,2025-03-29 08:58:00,BATCH_00065,RCP_013,PRESS_11,MACH_02,B,25.07,59.29,11.21,101.28,170.15,2.45,20.77,913.0,8.56,5.4,11.71,10.21,8.54,0.84,9.65,4,0,OK,0.099
TIRE_0006305,2025-04-28 18:02:00,BATCH_00316,RCP_020,PRESS_11,MACH_04,B,15.19,77.62,4.51,108.71,180.38,0.57,17.48,959.0,8.12,4.81,11.07,9.58,8.07,0.97,19.92,5,0,OK,0.0403
TIRE_0006306,2025-04-20 05:32:00,BATCH_00349,RCP_006,PRESS_02,MACH_02,C,18.78,60.75,24.21,114.25,172.86,1.17,17.29,853.0,7.55,4.78,11.53,8.34,6.37,0.94,8.19,4,0,OK,0.0958
TIRE_0006307,2025-02-20 11:52:00,BATCH_00109,RCP_015,PRESS_09,MACH_04,A,25.86,62.5,21.92,160.68,172.48,1.72,19.33,1044.0,8.16,5.03,11.87,10.79,7.96,0.72,22.36,3,0,OK,0.1161
TIRE_0006308,2025-04-06 16:00:00,BATCH_00154,RCP_009,PRESS_08,MACH_01,A,23.81,63.92,26.53,117.28,178.8,1.24,20.57,946.0,8.39,5.35,11.11,10.5,8.11,0.89,29.56,4,0,OK,0.1018
TIRE_0006309,2025-06-06 10:19:00,BATCH_00074,RCP_004,PRESS_03,MACH_02,A,16.19,72.99,9.62,141.4,178.97,1.72,17.58,,7.83,4.85,11.67,10.7,6.79,0.81,24.63,4,0,OK,0.0823
TIRE_0006310,2025-05-23 10:24:00,BATCH_00224,RCP_007,PRESS_09,MACH_05,A,15.84,62.93,19.81,143.13,173.14,2.4,18.02,995.0,8.31,5.62,11.4,11.44,8.48,0.81,10.87,4,0,OK,0.1154
TIRE_0006311,2025-05-15 12:06:00,BATCH_00122,RCP_021,PRESS_10,MACH_01,B,13.91,64.48,26.53,141.61,163.47,1.62,19.56,912.0,8.63,4.93,11.71,9.61,5.82,0.96,17.73,4,1,UnderCure,0.1357
TIRE_0006312,2025-03-20 00:04:00,BATCH_00298,RCP_014,PRESS_03,MACH_04,C,20.42,55.73,18.79,125.84,172.59,2.38,17.81,891.0,7.97,5.23,11.53,12.9,8.03,0.8,42.58,4,0,OK,0.116
TIRE_0006313,2025-04-13 07:10:00,BATCH_00277,RCP_015,PRESS_03,MACH_07,B,19.62,57.18,27.29,151.21,173.32,2.61,17.97,977.0,7.12,4.59,10.69,10.86,8.47,1.16,21.29,5,0,OK,0.0853
TIRE_0006314,2025-05-28 00:32:00,BATCH_00217,RCP_003,PRESS_12,MACH_02,A,18.23,77.49,1.33,127.77,174.29,1.88,19.31,980.0,8.15,4.89,12.06,10.78,10.24,1.31,26.04,2,0,OK,0.1545
TIRE_0006315,2025-03-23 19:04:00,BATCH_00091,RCP_014,PRESS_10,MACH_05,B,24.62,48.62,27.96,108.61,176.88,1.65,18.57,878.0,8.51,5.66,12.26,5.75,7.32,1.05,14.73,4,1,Crack,0.0659
TIRE_0006316,2025-03-31 09:25:00,BATCH_00266,RCP_018,PRESS_10,MACH_06,C,23.16,39.86,19.61,132.8,175.74,2.84,16.96,1070.0,7.88,4.58,12.24,8.3,9.34,0.45,7.65,4,0,OK,0.0554
TIRE_0006317,2025-05-30 11:28:00,BATCH_00323,RCP_019,PRESS_12,MACH_04,B,17.18,44.32,24.35,138.45,168.63,1.65,18.23,942.0,7.37,5.48,10.88,8.0,8.12,1.15,20.16,4,0,OK,0.0981
TIRE_0006318,2025-01-09 08:06:00,BATCH_00122,RCP_021,PRESS_03,MACH_08,B,21.08,51.94,14.67,86.61,172.18,2.25,17.1,820.0,8.7,4.91,11.86,7.91,7.89,0.4,25.21,4,0,OK,0.0807
TIRE_0006319,2025-01-27 08:03:00,BATCH_00130,RCP_020,PRESS_04,MACH_01,C,29.6,42.59,8.37,143.18,174.33,3.53,16.71,864.0,7.91,5.35,10.96,9.67,10.63,1.08,30.01,4,0,OK,0.0933
TIRE_0006320,2025-04-13 00:21:00,BATCH_00268,RCP_011,PRESS_10,MACH_01,A,18.24,59.23,26.44,105.15,175.71,1.81,16.81,973.0,7.72,5.08,11.77,9.54,10.2,0.61,18.25,4,0,OK,0.0613
TIRE_0006321,2025-01-03 09:52:00,BATCH_00377,RCP_023,PRESS_07,MACH_07,C,22.62,52.14,36.63,132.65,175.06,2.91,19.75,1009.0,8.47,5.15,11.55,9.39,9.18,1.1,12.23,5,0,OK,0.0844
TIRE_0006322,2025-05-06 18:30:00,BATCH_00389,RCP_027,PRESS_07,MACH_01,B,18.29,83.94,18.25,104.31,171.81,2.43,16.46,925.0,7.89,5.21,11.71,9.95,5.67,0.79,19.47,4,1,UnderCure,0.1514
TIRE_0006323,2025-01-01 09:16:00,BATCH_00217,RCP_003,PRESS_10,MACH_04,C,19.33,64.83,21.27,126.91,175.57,2.03,20.18,954.0,7.88,5.25,11.55,9.58,5.86,,24.24,4,0,OK,0.0702
TIRE_0006324,2025-06-13 02:55:00,BATCH_00297,RCP_026,PRESS_12,MACH_08,B,17.92,62.76,21.09,117.81,178.0,1.77,19.54,982.0,8.31,4.91,11.44,7.63,5.94,1.41,16.6,3,0,OK,0.0918
TIRE_0006325,2025-01-03 12:49:00,BATCH_00346,RCP_008,PRESS_10,MACH_06,A,18.63,59.41,14.33,140.84,170.37,2.29,20.61,1038.0,8.33,4.85,12.2,12.43,7.47,1.38,27.13,4,0,OK,0.0932
TIRE_0006326,2025-04-29 00:43:00,BATCH_00244,RCP_020,PRESS_12,MACH_06,B,15.31,68.29,2.44,109.96,176.97,0.5,18.98,860.0,7.73,5.35,,7.48,7.46,0.72,9.18,4,0,OK,0.0605
TIRE_0006327,2025-02-16 14:41:00,BATCH_00104,RCP_001,PRESS_01,MACH_07,B,30.99,32.13,19.39,120.9,172.1,2.8,18.21,1016.0,8.71,5.29,12.35,8.02,7.67,0.77,12.7,5,0,OK,0.0461
TIRE_0006328,2025-05-05 02:00:00,BATCH_00188,RCP_012,PRESS_02,MACH_03,C,15.12,55.27,2.16,103.54,176.47,2.55,20.22,907.0,8.03,5.93,10.8,10.96,10.09,0.95,14.81,4,0,OK,0.0527
TIRE_0006329,2025-06-08 04:57:00,BATCH_00209,RCP_008,PRESS_08,MACH_02,A,18.28,81.56,29.1,123.7,173.83,1.29,17.01,974.0,7.46,5.31,10.81,11.17,8.03,0.94,35.35,3,0,OK,0.1826
TIRE_0006330,2025-05-01 11:36:00,BATCH_00137,RCP_019,PRESS_01,MACH_06,B,13.3,59.42,28.99,116.15,176.69,2.17,18.92,931.0,7.87,4.46,11.55,7.98,11.71,1.0,35.85,4,0,OK,0.1038
TIRE_0006331,2025-04-09 07:44:00,BATCH_00027,RCP_013,PRESS_09,MACH_04,C,22.07,59.67,0.2,111.48,169.3,1.98,18.86,967.0,8.12,4.98,10.98,13.51,5.69,1.1,12.35,5,0,OK,0.0626
TIRE_0006332,2025-04-27 13:57:00,BATCH_00055,RCP_015,PRESS_02,MACH_03,C,18.55,56.62,22.1,100.22,175.09,2.03,16.68,869.0,7.51,5.09,11.63,7.96,4.98,0.43,4.06,4,0,OK,0.0717
TIRE_0006333,2025-04-10 13:32:00,BATCH_00226,RCP_010,PRESS_09,MACH_03,A,20.71,68.01,21.77,124.04,172.48,2.49,17.12,907.0,7.86,5.71,11.38,11.17,12.12,0.65,15.2,4,0,OK,0.1101
TIRE_0006334,2025-03-19 01:49:00,BATCH_00086,RCP_022,PRESS_12,MACH_03,B,25.66,57.62,38.78,119.82,170.56,2.06,20.16,891.0,7.87,4.94,11.9,8.24,5.49,0.72,14.28,4,1,Crack,0.0936
TIRE_0006335,2025-05-06 02:50:00,BATCH_00107,RCP_024,PRESS_01,MACH_04,B,14.52,70.05,26.04,89.32,173.27,1.89,17.33,978.0,7.8,5.29,11.31,5.56,6.31,0.48,9.63,5,0,OK,0.0695
TIRE_0006336,2025-03-23 22:29:00,BATCH_00161,RCP_030,PRESS_02,MACH_03,B,24.79,64.18,27.94,142.97,175.31,2.34,19.44,975.0,7.29,4.87,11.0,6.29,10.3,0.83,25.94,4,0,OK,0.1044
TIRE_0006337,2025-04-14 07:34:00,BATCH_00215,RCP_023,PRESS_11,MACH_06,B,20.73,52.12,12.13,133.32,173.98,2.62,18.69,943.0,8.01,5.49,11.83,12.01,7.77,0.63,18.1,5,0,OK,0.042
